topics,domain_normalized,domain,subscription_status,evidence_url,pricing_url,pricing_url_method,pricing_page_ok,dynamic_components,popup_overlay,detected_prices,wayback_available,wayback_url,wayback_page_ok,notes
243,marianne net,marianne.net,inaccessible,,,,,,,,,,,
243,marica bg,marica.bg,no subscription,https://marica.bg,,,,,,,,,,
"96,254,400",marieclaire com,marieclaire.com,no subscription,https://marieclaire.com,,,,,,,,,,
"96,254,400",marieclaire com tw,marieclaire.com.tw,no subscription,https://marieclaire.com.tw,,,,,,,,,,
"96,254,400",marieclaire fr,marieclaire.fr,no subscription,https://marieclaire.fr,,,,,,,,,,
"96,254,400",marieclaire gr,marieclaire.gr,no subscription,https://marieclaire.gr,,,,,,,,,,
"96,254,400",marieclaire hu,marieclaire.hu,no subscription,https://marieclaire.hu,,,,,,,,,,
"96,254,400",marieclaire it,marieclaire.it,no subscription,https://marieclaire.it,,,,,,,,,,
"96,254,400",marieclaire ru,marieclaire.ru,inaccessible,,,,,,,,,,,
"254,400",mariefrance fr,mariefrance.fr,inaccessible,,,,,,,,,,,
243,marine meteoconsult fr,marine.meteoconsult.fr,inaccessible,,,,,,,,,,,
"164,561",marketbeat com,marketbeat.com,inaccessible,,,,,,,,,,,
"164,561",marketindex com au,marketindex.com.au,inaccessible,,,,,,,,,,,
"561,164",markets businessinsider com,markets.businessinsider.com,no subscription,https://markets.businessinsider.com,,,,,,,,,,
"561,243",markets ft com,markets.ft.com,subscription,https://markets.ft.com,https://markets.ft.com/data,fallback_homepage,yes,yes,yes,$55; $ 0.84; $ 0.59; $20; $70,no,,no,likely JS-rendered content | possible modal or overlay UI
"164,561",marketwatch com,marketwatch.com,inaccessible,,,,,,,,,,,
"364,299,243",markkystreams com,markkystreams.com,inaccessible,,,,,,,,,,,
"243,1",maroelamedia co za,maroelamedia.co.za,inaccessible,,,,,,,,,,,
"191,299,243",marqueur com,marqueur.com,no subscription,https://marqueur.com,,,,,,,,,,
"243,1",marunadanmalayalee com,marunadanmalayalee.com,no subscription,https://marunadanmalayalee.com,,,,,,,,,,
"227,243,1",masagipedia com,masagipedia.com,no subscription,https://masagipedia.com,,,,,,,,,,
"12,243",masalaglitz in,masalaglitz.in,no subscription,https://masalaglitz.in,,,,,,,,,,
"299,243",masdeportesonline com,masdeportesonline.com,no subscription,https://masdeportesonline.com,,,,,,,,,,
"126,363,243,350",mashable com,mashable.com,subscription,https://mashable.com,https://mashable.com/,fallback_homepage,yes,yes,yes,$16; $220; $1; $30; $600; $100,no,,no,likely JS-rendered content | possible modal or overlay UI
243,mashreghnews ir,mashreghnews.ir,no subscription,https://mashreghnews.ir,,,,,,,,,,
"243,1",masrawy com,masrawy.com,no subscription,https://masrawy.com,,,,,,,,,,
"245,243",masslive com,masslive.com,subscription,https://masslive.com,https://www.masslive.com:443/subscribe/,common_path,yes,yes,yes,,no,,no,likely JS-rendered content | possible modal or overlay UI
"164,561",mataf net,mataf.net,inaccessible,,,,,,,,,,,
"299,243",matchendirect fr,matchendirect.fr,no subscription,https://matchendirect.fr,,,,,,,,,,
"299,243",matchtv ru,matchtv.ru,no subscription,https://matchtv.ru,,,,,,,,,,
"245,243",mathrubhumi com,mathrubhumi.com,no subscription,https://mathrubhumi.com,,,,,,,,,,
243,matichon co th,matichon.co.th,no subscription,https://matichon.co.th,,,,,,,,,,
"250,243",matomeantena com,matomeantena.com,no subscription,https://matomeantena.com,,,,,,,,,,
"303,299,243",matomelotte com,matomelotte.com,inaccessible,,,,,,,,,,,
"245,243",mattinopadova gelocal it,mattinopadova.gelocal.it,no subscription,https://mattinopadova.gelocal.it,,,,,,,,,,
243,mausam imd gov in,mausam.imd.gov.in,no subscription,https://mausam.imd.gov.in,,,,,,,,,,
"86,254,243,1",mawdea com,mawdea.com,subscription,https://mawdea.com,https://mawdea.com/,fallback_homepage,yes,yes,yes,$11; $88; $10.00; $28.14; $7.77; $2; $ 24; $21,no,,no,likely JS-rendered content | possible modal or overlay UI
"299,325,243",maxifoot fr,maxifoot.fr,inaccessible,,,,,,,,,,,
"299,325,243",maxifoot live com,maxifoot-live.com,inaccessible,,,,,,,,,,,
400,maximonline ru,maximonline.ru,no subscription,https://maximonline.ru,,,,,,,,,,
"299,542,243",maxpreps com,maxpreps.com,no subscription,https://maxpreps.com,,,,,,,,,,
"363,243",maxvandaag nl,maxvandaag.nl,no subscription,https://maxvandaag.nl,,,,,,,,,,
245,mbc co jp,mbc.co.jp,inaccessible,,,,,,,,,,,
561,mbigpara hurriyet com tr,mbigpara.hurriyet.com.tr,no subscription,https://mbigpara.hurriyet.com.tr,,,,,,,,,,
243,mbiz heraldcorp com,mbiz.heraldcorp.com,inaccessible,,,,,,,,,,,
"245,243",mbl is,mbl.is,inaccessible,,,,,,,,,,,
243,mdisk me,mdisk.me,inaccessible,,,,,,,,,,,
"96,350",mdpr jp,mdpr.jp,inaccessible,,,,,,,,,,,
"365,363,23,243",mdr de,mdr.de,no subscription,https://mdr.de,,,,,,,,,,
243,mdzol com,mdzol.com,inaccessible,,,,,,,,,,,
243,me fo,me.fo,no subscription,https://me.fo,,,,,,,,,,
"227,243",mebpersonel com,mebpersonel.com,no subscription,https://mebpersonel.com,,,,,,,,,,
245,medan tribunnews com,medan.tribunnews.com,inaccessible,,,,,,,,,,,
243,media naver com,media.naver.com,no subscription,https://media.naver.com,,,,,,,,,,
"164,561",media rakuten sec net,media.rakuten-sec.net,no subscription,https://media.rakuten-sec.net,,,,,,,,,,
350,mediabum info,mediabum.info,no subscription,https://mediabum.info,,,,,,,,,,
"247,249",mediafax ro,mediafax.ro,no subscription,https://mediafax.ro,,,,,,,,,,
350,mediaflux ro,mediaflux.ro,no subscription,https://mediaflux.ro,,,,,,,,,,
243,mediaindonesia com,mediaindonesia.com,no subscription,https://mediaindonesia.com,,,,,,,,,,
243,mediaite com,mediaite.com,inaccessible,,,,,,,,,,,
243,mediamagelang pikiran rakyat com,mediamagelang.pikiran-rakyat.com,inaccessible,,,,,,,,,,,
243,mediametrics ru,mediametrics.ru,no subscription,https://mediametrics.ru,,,,,,,,,,
243,mediapool bg,mediapool.bg,no subscription,https://mediapool.bg,,,,,,,,,,
"350,243",mediatakeout com,mediatakeout.com,no subscription,https://mediatakeout.com,,,,,,,,,,
"363,350",mediatime gr,mediatime.gr,no subscription,https://mediatime.gr,,,,,,,,,,
243,mediatoday co kr,mediatoday.co.kr,no subscription,https://mediatoday.co.kr,,,,,,,,,,
243,medical nikkeibp co jp,medical.nikkeibp.co.jp,no subscription,https://medical.nikkeibp.co.jp,,,,,,,,,,
243,medicalnewstoday com,medicalnewstoday.com,no subscription,https://medicalnewstoday.com,,,,,,,,,,
243,medicinenet com,medicinenet.com,no subscription,https://medicinenet.com,,,,,,,,,,
243,medicitalia it,medicitalia.it,no subscription,https://medicitalia.it,,,,,,,,,,
243,medscape com,medscape.com,no subscription,https://medscape.com,,,,,,,,,,
243,meduza io,meduza.io,no subscription,https://meduza.io,,,,,,,,,,
243,medyabar com,medyabar.com,inaccessible,,,,,,,,,,,
"350,243",medyatava com,medyatava.com,no subscription,https://medyatava.com,,,,,,,,,,
243,meganoticias cl,meganoticias.cl,no subscription,https://meganoticias.cl,,,,,,,,,,
"243,1",megapolitan kompas com,megapolitan.kompas.com,no subscription,https://megapolitan.kompas.com,,,,,,,,,,
243,mehrnews com,mehrnews.com,no subscription,https://mehrnews.com,,,,,,,,,,
245,meinbezirk at,meinbezirk.at,no subscription,https://meinbezirk.at,,,,,,,,,,
245,meionorte com,meionorte.com,no subscription,https://meionorte.com,,,,,,,,,,
"126,243",melimde com,melimde.com,inaccessible,,,,,,,,,,,
"239,254,243",memurlar net,memurlar.net,no subscription,https://memurlar.net,,,,,,,,,,
243,mendozapost com,mendozapost.com,no subscription,https://mendozapost.com,,,,,,,,,,
243,meneame net,meneame.net,inaccessible,,,,,,,,,,,
245,menorca info,menorca.info,no subscription,https://menorca.info,,,,,,,,,,
350,mentoday ru,mentoday.ru,no subscription,https://mentoday.ru,,,,,,,,,,
243,mepaper anandabazar com,mepaper.anandabazar.com,inaccessible,,,,,,,,,,,
243,merca2 es,merca2.es,no subscription,https://merca2.es,,,,,,,,,,
"245,243,1",merca20 com,merca20.com,subscription,https://www.merca20.com/subscription/,https://www.merca20.com/subscriptions/,common_path,yes,yes,yes,,no,,no,likely JS-rendered content | possible modal or overlay UI
561,mercati ilsole24ore com,mercati.ilsole24ore.com,no subscription,https://mercati.ilsole24ore.com,,,,,,,,,,
"245,243",mercurynews com,mercurynews.com,subscription,https://www.mercurynews.com/2013/06/13/subscription-based-airline-launches-bay-area-service/,https://checkout.mercurynews.com/Subscriptionmultiproduct7?g2i_source=nav&g2i_medium=link&g2i_campaign=nav,common_path,yes,yes,yes,,no,,no,likely JS-rendered content | possible modal or overlay UI
243,mercusuar uzone id,mercusuar.uzone.id,inaccessible,,,,,,,,,,,
243,merdeka com,merdeka.com,no subscription,https://merdeka.com,,,,,,,,,,
"245,363,1,243",merhabahaber com,merhabahaber.com,no subscription,https://merhabahaber.com,,,,,,,,,,
"303,299,243",meridiano net,meridiano.net,no subscription,https://meridiano.net,,,,,,,,,,
"254,243",merkmal biz jp,merkmal-biz.jp,no subscription,https://merkmal-biz.jp,,,,,,,,,,
243,merkur de,merkur.de,no subscription,https://merkur.de,,,,,,,,,,
"164,561",merolagani com,merolagani.com,no subscription,https://merolagani.com,,,,,,,,,,
"245,243",messaggeroveneto gelocal it,messaggeroveneto.gelocal.it,no subscription,https://messaggeroveneto.gelocal.it,,,,,,,,,,
243,met hu,met.hu,no subscription,https://met.hu,,,,,,,,,,
243,met ie,met.ie,no subscription,https://met.ie,,,,,,,,,,
"245,249",meta ua,meta.ua,inaccessible,,,,,,,,,,,
"126,243",metanit com,metanit.com,inaccessible,,,,,,,,,,,
245,metbuat az,metbuat.az,no subscription,https://metbuat.az,,,,,,,,,,
243,meteo arso gov si,meteo.arso.gov.si,no subscription,https://meteo.arso.gov.si,,,,,,,,,,
243,meteo be,meteo.be,no subscription,https://meteo.be,,,,,,,,,,
243,meteo cat,meteo.cat,no subscription,https://meteo.cat,,,,,,,,,,
243,meteo cw,meteo.cw,no subscription,https://meteo.cw,,,,,,,,,,
243,meteo gc ca,meteo.gc.ca,no subscription,https://meteo.gc.ca,,,,,,,,,,
243,meteo gr,meteo.gr,no subscription,https://meteo.gr,,,,,,,,,,
243,meteo hr,meteo.hr,no subscription,https://meteo.hr,,,,,,,,,,
243,meteo it,meteo.it,no subscription,https://meteo.it,,,,,,,,,,
243,meteo lt,meteo.lt,no subscription,https://meteo.lt,,,,,,,,,,
243,meteo pl,meteo.pl,no subscription,https://meteo.pl,,,,,,,,,,
243,meteo search ch,meteo.search.ch,no subscription,https://meteo.search.ch,,,,,,,,,,
243,meteo60 fr,meteo60.fr,no subscription,https://meteo60.fr,,,,,,,,,,
243,meteoam it,meteoam.it,no subscription,https://meteoam.it,,,,,,,,,,
243,meteobelgique be,meteobelgique.be,no subscription,https://meteobelgique.be,,,,,,,,,,
243,meteoblue com,meteoblue.com,subscription,https://meteoblue.com,https://www.meteoblue.com/en/weather/week/boston_united-states_4930956,fallback_homepage,yes,yes,yes,,no,,no,likely JS-rendered content | possible modal or overlay UI
243,meteociel fr,meteociel.fr,no subscription,https://meteociel.fr,,,,,,,,,,
243,meteocity com,meteocity.com,no subscription,https://meteocity.com,,,,,,,,,,
243,meteofrance com,meteofrance.com,no subscription,https://meteofrance.com,,,,,,,,,,
243,meteogalicia gal,meteogalicia.gal,no subscription,https://meteogalicia.gal,,,,,,,,,,
243,meteogiuliacci it,meteogiuliacci.it,no subscription,https://meteogiuliacci.it,,,,,,,,,,
243,meteolive it,meteolive.it,no subscription,https://meteolive.it,,,,,,,,,,
243,meteomaroc com,meteomaroc.com,no subscription,https://meteomaroc.com,,,,,,,,,,
243,meteomedia com,meteomedia.com,no subscription,https://meteomedia.com,,,,,,,,,,
243,meteonova ru,meteonova.ru,no subscription,https://meteonova.ru,,,,,,,,,,
243,meteoprog ua,meteoprog.ua,no subscription,https://meteoprog.ua,,,,,,,,,,
243,meteorama fr,meteorama.fr,no subscription,https://meteorama.fr,,,,,,,,,,
243,meteored cl,meteored.cl,no subscription,https://meteored.cl,,,,,,,,,,
243,meteored com ar,meteored.com.ar,no subscription,https://meteored.com.ar,,,,,,,,,,
243,meteored com py,meteored.com.py,no subscription,https://meteored.com.py,,,,,,,,,,
243,meteored mx,meteored.mx,no subscription,https://meteored.mx,,,,,,,,,,
243,meteosat com,meteosat.com,no subscription,https://meteosat.com,,,,,,,,,,
243,meteovigo es,meteovigo.es,no subscription,https://meteovigo.es,,,,,,,,,,
243,meteovista be,meteovista.be,inaccessible,,,,,,,,,,,
"254,243",metoffice gov uk,metoffice.gov.uk,no subscription,https://metoffice.gov.uk,,,,,,,,,,
243,metro co uk,metro.co.uk,subscription,https://metro.co.uk,https://metro.co.uk/2026/02/04/teen-tried-recruit-fascists-join-local-nazis-parents-bedroom-26708966/,homepage_link,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"245,243",metro pr,metro.pr,no subscription,https://metro.pr,,,,,,,,,,
"245,243",metro tempo co,metro.tempo.co,no subscription,https://metro.tempo.co,,,,,,,,,,
"1,243",metroecuador com ec,metroecuador.com.ec,no subscription,https://metroecuador.com.ec,,,,,,,,,,
243,metrojournalonline com,metrojournalonline.com,no subscription,https://metrojournalonline.com,,,,,,,,,,
243,metronieuws nl,metronieuws.nl,no subscription,https://metronieuws.nl,,,,,,,,,,
243,metropcs mobileposse com,metropcs.mobileposse.com,inaccessible,,,,,,,,,,,
243,metropol hu,metropol.hu,no subscription,https://metropol.hu,,,,,,,,,,
243,metropoles com,metropoles.com,inaccessible,,,,,,,,,,,
243,metrosport gr,metrosport.gr,no subscription,https://metrosport.gr,,,,,,,,,,
243,metrosulteng com,metrosulteng.com,no subscription,https://metrosulteng.com,,,,,,,,,,
243,metroworldnews com,metroworldnews.com,no subscription,https://metroworldnews.com,,,,,,,,,,
243,metroworldnews com br,metroworldnews.com.br,inaccessible,,,,,,,,,,,
243,metservice com,metservice.com,no subscription,https://metservice.com,,,,,,,,,,
243,metsul com,metsul.com,no subscription,https://metsul.com,,,,,,,,,,
"299,325,243",meutimao com br,meutimao.com.br,inaccessible,,,,,,,,,,,
"299,325,243",mexico as com,mexico.as.com,no subscription,https://mexico.as.com,,,,,,,,,,
"247,227,561",mfor hu,mfor.hu,no subscription,https://mfor.hu,,,,,,,,,,
"299,243",mg superesportes com br,mg.superesportes.com.br,no subscription,https://mg.superesportes.com.br,,,,,,,,,,
243,mgm gov tr,mgm.gov.tr,no subscription,https://mgm.gov.tr,,,,,,,,,,
243,mgronline com,mgronline.com,no subscription,https://mgronline.com,,,,,,,,,,
243,mhdaily net,mhdaily.net,no subscription,https://mhdaily.net,,,,,,,,,,
"245,239",miamidade gov,miamidade.gov,no subscription,https://miamidade.gov,,,,,,,,,,
243,miamiherald com,miamiherald.com,inaccessible,,,,,,,,,,,
243,micuenta clarin com,micuenta.clarin.com,no subscription,https://micuenta.clarin.com,,,,,,,,,,
245,mid day com,mid-day.com,no subscription,https://mid-day.com,,,,,,,,,,
"245,243",midiamax com br,midiamax.com.br,inaccessible,,,,,,,,,,,
"247,561,245,299,243",midianews com br,midianews.com.br,inaccessible,,,,,,,,,,,
"245,249,243",midilibre fr,midilibre.fr,no subscription,https://midilibre.fr,,,,,,,,,,
"23,243",midwestradio ie,midwestradio.ie,no subscription,https://midwestradio.ie,,,,,,,,,,
243,migalhas com br,migalhas.com.br,inaccessible,,,,,,,,,,,
"243,1",mightyscoops com,mightyscoops.com,no subscription,https://mightyscoops.com,,,,,,,,,,
243,mignews com,mignews.com,no subscription,https://mignews.com,,,,,,,,,,
243,mihaaru com,mihaaru.com,no subscription,https://mihaaru.com,,,,,,,,,,
"1,243",mihanvideo com,mihanvideo.com,no subscription,https://mihanvideo.com,,,,,,,,,,
"299,243",mijnknltb toernooi nl,mijnknltb.toernooi.nl,inaccessible,,,,,,,,,,,
"299,325,243",milanlive it,milanlive.it,no subscription,https://milanlive.it,,,,,,,,,,
"325,299,243",milannews it,milannews.it,no subscription,https://milannews.it,,,,,,,,,,
"245,243",milano corriere it,milano.corriere.it,no subscription,https://milano.corriere.it,,,,,,,,,,
"245,243",milano repubblica it,milano.repubblica.it,no subscription,https://milano.repubblica.it,,,,,,,,,,
561,milanofinanza it,milanofinanza.it,no subscription,https://milanofinanza.it,,,,,,,,,,
"245,243",milanotoday it,milanotoday.it,no subscription,https://milanotoday.it,,,,,,,,,,
"303,299,243",milb com,milb.com,no subscription,https://milb.com,,,,,,,,,,
243,milenio com,milenio.com,inaccessible,,,,,,,,,,,
243,milligazete com tr,milligazete.com.tr,inaccessible,,,,,,,,,,,
243,milliyet com tr,milliyet.com.tr,no subscription,https://milliyet.com.tr,,,,,,,,,,
561,minfin com ua,minfin.com.ua,no subscription,https://minfin.com.ua,,,,,,,,,,
"245,243",mingpao com,mingpao.com,inaccessible,,,,,,,,,,,
"12,350,363",minhaseriefavorita com,minhaseriefavorita.com,no subscription,https://minhaseriefavorita.com,,,,,,,,,,
"561,164",minkabu jp,minkabu.jp,no subscription,https://minkabu.jp,,,,,,,,,,
243,minuto30 com,minuto30.com,no subscription,https://minuto30.com,,,,,,,,,,
243,minutoar com ar,minutoar.com.ar,inaccessible,,,,,,,,,,,
"299,243",minutod com,minutod.com,no subscription,https://minutod.com,,,,,,,,,,
243,minutoneuquen com,minutoneuquen.com,no subscription,https://minutoneuquen.com,,,,,,,,,,
243,minutouno com,minutouno.com,inaccessible,,,,,,,,,,,
"215,1,243",minval az,minval.az,no subscription,https://minval.az,,,,,,,,,,
"96,350",miraloquehizo cl,miraloquehizo.cl,no subscription,https://miraloquehizo.cl,,,,,,,,,,
"96,350",miraloquehizo es,miraloquehizo.es,inaccessible,,,,,,,,,,,
"23,12,350",mirchi9 com,mirchi9.com,inaccessible,,,,,,,,,,,
"154,1,243",mirovina hr,mirovina.hr,no subscription,https://mirovina.hr,,,,,,,,,,
"239,325,363,243",mirror co uk,mirror.co.uk,no subscription,https://mirror.co.uk,,,,,,,,,,
400,mirrormedia mg,mirrormedia.mg,no subscription,https://mirrormedia.mg,,,,,,,,,,
"363,12,350,1",mis alexu edu eg,mis.alexu.edu.eg,inaccessible,,,,,,,,,,,
243,misionesonline net,misionesonline.net,inaccessible,,,,,,,,,,,
"245,243",mittelbayerische de,mittelbayerische.de,no subscription,https://mittelbayerische.de,,,,,,,,,,
243,mixnews lv,mixnews.lv,inaccessible,,,,,,,,,,,
"561,243",mk co kr,mk.co.kr,no subscription,https://mk.co.kr,,,,,,,,,,
243,mk ru,mk.ru,no subscription,https://mk.ru,,,,,,,,,,
243,ml mixindia com,ml.mixindia.com,no subscription,https://ml.mixindia.com,,,,,,,,,,
"365,350",mlatfansub com,mlatfansub.com,inaccessible,,,,,,,,,,,
"303,363,299,243,1",mlb com,mlb.com,no subscription,https://mlb.com,,,,,,,,,,
"303,299,243",mlbpark donga com,mlbpark.donga.com,no subscription,https://mlbpark.donga.com,,,,,,,,,,
245,mlive com,mlive.com,subscription,https://mlive.com,https://www.mlive.com:443/subscribe/,common_path,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"299,325,243",mlssoccer com,mlssoccer.com,no subscription,https://mlssoccer.com,,,,,,,,,,
"299,609,243",mma uno,mma.uno,no subscription,https://mma.uno,,,,,,,,,,
"299,609,243",mmajunkie usatoday com,mmajunkie.usatoday.com,no subscription,https://mmajunkie.usatoday.com,,,,,,,,,,
"299,609,243",mmamania com,mmamania.com,inaccessible,,,,,,,,,,,
"31,23,363,350,1",mnetplus world,mnetplus.world,no subscription,https://mnetplus.world,,,,,,,,,,
